name_of_project,title_of_press_release,telegram_1,telegram_1_name,telegram_1_is_group,tg admin 1 name,tg admin 1 username,tg admin 1 contact url,tg admin 1 status,tg admin 2 name,tg admin 2 username,tg admin 2 contact url,tg admin 2 status,tg admin 3 name,tg admin 3 username,tg admin 3 contact url,tg admin 3 status,tg admin 4 name,tg admin 4 username,tg admin 4 contact url,tg admin 4 status,tg admin 5 name,tg admin 5 username,tg admin 5 contact url,tg admin 5 status,tg admin 6 name,tg admin 6 username,tg admin 6 contact url,tg admin 6 status,tg admin 7 name,tg admin 7 username,tg admin 7 contact url,tg admin 7 status,tg admin 8 name,tg admin 8 username,tg admin 8 contact url,tg admin 8 status,tg admin 9 name,tg admin 9 username,tg admin 9 contact url,tg admin 9 status,tg admin 10 name,tg admin 10 username,tg admin 10 contact url,tg admin 10 status,tg admin 11 name,tg admin 11 username,tg admin 11 contact url,tg admin 11 status,tg admin 12 name,tg admin 12 username,tg admin 12 contact url,tg admin 12 status,tg admin 13 name,tg admin 13 username,tg admin 13 contact url,tg admin 13 status,tg admin 14 name,tg admin 14 username,tg admin 14 contact url,tg admin 14 status,tg admin 15 name,tg admin 15 username,tg admin 15 contact url,tg admin 15 status,tg admin 16 name,tg admin 16 username,tg admin 16 contact url,tg admin 16 status,tg admin 17 name,tg admin 17 username,tg admin 17 contact url,tg admin 17 status,tg admin 18 name,tg admin 18 username,tg admin 18 contact url,tg admin 18 status,tg admin 19 name,tg admin 19 username,tg admin 19 contact url,tg admin 19 status,tg admin 20 name,tg admin 20 username,tg admin 20 contact url,tg admin 20 status,tg admin 21 name,tg admin 21 username,tg admin 21 contact url,tg admin 21 status,tg admin 22 name,tg admin 22 username,tg admin 22 contact url,tg admin 22 status,tg admin 23 name,tg admin 23 username,tg admin 23 contact url,tg admin 23 status,tg admin 24 name,tg admin 24 username,tg admin 24 contact url,tg admin 24 status,tg admin 25 name,tg admin 25 username,tg admin 25 contact url,tg admin 25 status,tg admin 26 name,tg admin 26 username,tg admin 26 contact url,tg admin 26 status,tg admin 27 name,tg admin 27 username,tg admin 27 contact url,tg admin 27 status,tg admin 28 name,tg admin 28 username,tg admin 28 contact url,tg admin 28 status,tg admin 29 name,tg admin 29 username,tg admin 29 contact url,tg admin 29 status
CoinTelegraph,Start ● Chaos: Emit Epoch 1.0 officially released,https://t.me/emit_protocol,EMIT Protocol Community,True,Stefano Recorder@EMIT,StefanoRecorder,https://t.me/StefanoRecorder,UserStatusLastWeek(),Nicola Organizer@EMIT,NicolaInoue,https://t.me/NicolaInoue,UserStatusRecently(),flowing lighting,flowinglighting,https://t.me/flowinglighting,UserStatusRecently(),Luca prieto@EMIT,LucaEMIT,https://t.me/LucaEMIT,UserStatusRecently(),Edward Explorer@EMIT,edwardyourdon,https://t.me/edwardyourdon,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CoinTelegraph,Delio and Moneytree to launch Korea’s first BTC checkout service,https://t.me/happy_delio,[Delio Ducato] Crypto Investing Live,True,Charlotte Lee,chalee620,https://t.me/chalee620,UserStatusRecently(),Hen,Henry_Roh,https://t.me/Henry_Roh,UserStatusRecently(),Megan Huang,megansh,https://t.me/megansh,UserStatusRecently(),Joy Ha,joyha12,https://t.me/joyha12,UserStatusRecently(),Ted,kobal100,https://t.me/kobal100,UserStatusRecently(),Cess,Janeth_delio,https://t.me/Janeth_delio,UserStatusRecently(),Gilang (I will never DM you),venomousz,https://t.me/venomousz,UserStatusRecently(),James Jung,moxeda,https://t.me/moxeda,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CoinTelegraph,Receive 3x rewards with ETHA lend - Dodo Dual LP is live,https://t.me/ethalendcommunity,ETHA Lend - Community Channel,True,Sergey Isaev 🍀,kapitantopor,https://t.me/kapitantopor,UserStatusRecently(),chcstr- will NOT DM you first-,chcstr,https://t.me/chcstr,UserStatusRecently(),𝕁𝕦𝕤𝕥𝕚𝕟𝕖,coinachos,https://t.me/coinachos,UserStatusRecently(),Admin ETHA,etha_admin,https://t.me/etha_admin,UserStatusRecently(),Leventayn Raister,Raister_Leventayn,https://t.me/Raister_Leventayn,UserStatusRecently(),Alfred Khamzin,VectorGC,https://t.me/VectorGC,UserStatusRecently(),Justin [-Will not DM You-],Justinbsz,https://t.me/Justinbsz,UserStatusRecently(),Chester | ETHA,chesteretha,https://t.me/chesteretha,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CoinTelegraph,Metis launches the first-ever community-minted NFT 'Rebuilding The Tower Of Babel',https://t.me/MetisDAO,MetisDAO,True,Sandip Bhakta,Bhakta1123,https://t.me/Bhakta1123,UserStatusRecently(),Jonathan | Will Never DM First,JonathanCxZ,https://t.me/JonathanCxZ,UserStatusRecently(),Carlo Cardozo,cardozz,https://t.me/cardozz,UserStatusRecently(),Cole Mathis (BLOCK ME IF I DM YOU FIRST),Colemaths,https://t.me/Colemaths,UserStatusRecently(),M D,mandyd0824,https://t.me/mandyd0824,UserStatusRecently(),Santanet,Santanet81,https://t.me/Santanet81,UserStatusRecently(),Rrish,Rrish87,https://t.me/Rrish87,UserStatusRecently(),Lucas I Will never DM first!,TijanCRYP,https://t.me/TijanCRYP,UserStatusRecently(),Iain Mc,Barsinbits,https://t.me/Barsinbits,UserStatusRecently(),Crypto Seph,Cryptoseph,https://t.me/Cryptoseph,UserStatusRecently(),Jonah,JonahMetis,https://t.me/JonahMetis,UserStatusRecently(),NorbertMetis “I Don’t DM To Ask For Money’,Norbert_Metis,https://t.me/Norbert_Metis,UserStatusRecently(),Elena Sinelnikova,elena_cryptochicks,https://t.me/elena_cryptochicks,UserStatusRecently(),Account Under Construction,account_under_construction,https://t.me/account_under_construction,UserStatusRecently(),Kevin,KevinMetisLab,https://t.me/KevinMetisLab,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CoinTelegraph,"Lever.Network successfully closes a $600,000 seed funding round",https://t.me/LeverNetwork,Lever Network,True,Sylvester | I Wont pm you first,Pasaift,https://t.me/Pasaift,UserStatusRecently(),♤_©️PaTHuM_♤ 🇱🇰 | Will Never DM you First ! |,Otherss13,https://t.me/Otherss13,UserStatusRecently(),Diego | Lever.Network,Diego9621,https://t.me/Diego9621,UserStatusRecently(),Adam | Lever Network CMO,adam_lever,https://t.me/adam_lever,UserStatusRecently(),Ade | Lever.Network,technicalwriter1,https://t.me/technicalwriter1,UserStatusRecently(),TG | Lever.Network,TGun43,https://t.me/TGun43,UserStatusRecently(),Jacquelyn ｜Lever.Network,Jacquelyn_Cheung,https://t.me/Jacquelyn_Cheung,UserStatusRecently(),Kale | Lever.Network,Kale0Lever,https://t.me/Kale0Lever,UserStatusRecently(),Jeff,creator_0x,https://t.me/creator_0x,UserStatusRecently(),Frank | Lever.Network,movefree,https://t.me/movefree,UserStatusRecently(),Eric | Lever.Network,Eric_Lever,https://t.me/Eric_Lever,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CoinTelegraph,DeFiScale added to HitBTC listing,https://t.me/dfcofficialgroup,DeFiScale - Official group,True,Elle,DeFiScaleTeam,https://t.me/DeFiScaleTeam,UserStatusRecently(),Cindy,Cindy_CM,https://t.me/Cindy_CM,UserStatusRecently(),Dip Mondol,DipMondol19,https://t.me/DipMondol19,UserStatusRecently(),Victoria,Victoria_Yonng,https://t.me/Victoria_Yonng,UserStatusRecently(),DeFiScale Team,defiscale_team,https://t.me/defiscale_team,UserStatusRecently(),CryptoJohn,Johnuche2,https://t.me/Johnuche2,UserStatusRecently(),DeFiScale,DeFiScaleOfficial,https://t.me/DeFiScaleOfficial,UserStatusRecently(),Kbk,P_kbk,https://t.me/P_kbk,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CoinTelegraph,MOAR secures funding to increase DeFi capital efficiency and usability,https://t.me/MOARFinance,MOAR Finance Official Community,True,Bettle | Won't DM you ever,bettle,https://t.me/bettle,UserStatusRecently(),Eji RYL Will never PM you for anything,Swingdon,https://t.me/Swingdon,UserStatusRecently(),Blasco | I will never PM you first! | 🤖,dblama,https://t.me/dblama,UserStatusRecently(),DIABLOV [I will never PM you for $$$],sunmonrises,https://t.me/sunmonrises,UserStatusRecently(),Owlbe [ will not message you first without a reason],owlbe,https://t.me/owlbe,UserStatusRecently(),Thomas | I will never pm for funds!,Thomas88888,https://t.me/Thomas88888,UserStatusRecently(),Jason 🐯| Will never DM you first 🐯|,jasonCHY,https://t.me/jasonCHY,UserStatusRecently(),John (Don't respond to dm) L,johnl1,https://t.me/johnl1,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CoinTelegraph,Treasureland market beating the odds in NFT industry,https://t.me/dego_finance,DEGO,True,Farnaz(i never pm first),farazCM,https://t.me/farazCM,UserStatusLastWeek(),Dantes Stan | DON'T PM FOR ETH/$$,justnow09,https://t.me/justnow09,UserStatusRecently(),Kiko,MdexKiko,https://t.me/MdexKiko,UserStatusRecently(),Andy,Andyblue_DEGO,https://t.me/Andyblue_DEGO,UserStatusRecently(),Hai ( I don't Pm first ),HDego,https://t.me/HDego,UserStatusRecently(),Collins,Wingertt,https://t.me/Wingertt,UserStatusRecently(),Fahmi | NEVER PM FIRST ‼️,fahmi2426,https://t.me/fahmi2426,UserStatusRecently(),np,Nparadigm,https://t.me/Nparadigm,UserStatusRecently(),neod1ablo,neod1ablo,https://t.me/neod1ablo,UserStatusRecently(),Dokter Hark $DEGO AMBASSADOR,dokterhark,https://t.me/dokterhark,UserStatusRecently(),Anton De Mel,antondemel99,https://t.me/antondemel99,UserStatusRecently(),Jonathan @Dego,JonathanDego,https://t.me/JonathanDego,UserStatusRecently(),rose,dego_rose,https://t.me/dego_rose,UserStatusLastMonth(),Nicole (I never pm first),Nicole_DEGO,https://t.me/Nicole_DEGO,UserStatusRecently(),Alexis (I will Never DM You),CryptobLabLaa,https://t.me/CryptobLabLaa,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CoinTelegraph,"NFT platform Corra raises funds, curates products beyond arts and gaming",http://t.me/corragroupchat,Official Corra Group,True,Justin [-Will not DM You-],Justinbsz,https://t.me/Justinbsz,UserStatusRecently(),Sergey Isaev 🍀,kapitantopor,https://t.me/kapitantopor,UserStatusRecently(),chcstr- will NOT DM you first-,chcstr,https://t.me/chcstr,UserStatusRecently(),Admin Corra,corra_admin,https://t.me/corra_admin,UserStatusRecently(),𝕁𝕦𝕤𝕥𝕚𝕟𝕖,coinachos,https://t.me/coinachos,UserStatusRecently(),Leventayn Raister,Raister_Leventayn,https://t.me/Raister_Leventayn,UserStatusRecently(),Alfred Khamzin,VectorGC,https://t.me/VectorGC,UserStatusRecently(),Jason,FangGor,https://t.me/FangGor,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CoinTelegraph,The OCC initial decentralized exchange offering ends successfully,https://t.me/occamfi_com,OccamFi Community Group,True,Leander| OccamFi 🇪🇦| I'll never DM you first,leander_occ,https://t.me/leander_occ,UserStatusRecently(),Kornel | OccamFi 🇵🇱 | I'll never PM you first,cornlg_occ,https://t.me/cornlg_occ,UserStatusRecently(),Thiago Nunes | OccamFi 🇧🇷| admins will never DM first,thiagonunes_occ,https://t.me/thiagonunes_occ,UserStatusRecently(),Aryan | OccamFi |🇩🇪| admins will never DM first,AryanCM,https://t.me/AryanCM,UserStatusRecently(),Ryan|OccamFi🇨🇳|admins will never DM first,ryanice1,https://t.me/ryanice1,UserStatusRecently(),Occam Quiz,occamquiz,https://t.me/occamquiz,UserStatusRecently(),Shaun | OccamFi | I will never PM first |,ShaunOCCAM,https://t.me/ShaunOCCAM,UserStatusRecently(),Steven | OccamFi | i will never pm you first,StevenOCCAM,https://t.me/StevenOCCAM,UserStatusLastMonth(),Uni | Occam.Fi | I Will Never PM You First,uniOCCAM,https://t.me/uniOCCAM,UserStatusRecently(),Gomez | OccamFi (I will never PM you first),GomezOCCAM,https://t.me/GomezOCCAM,UserStatusRecently(),Tiago S,super_duderino,https://t.me/super_duderino,UserStatusRecently(),Daniel Bose,danielbose,https://t.me/danielbose,UserStatusRecently(),Harvey (Admin - will never PM first),harveyish,https://t.me/harveyish,UserStatusRecently(),Peter | OccamFi [I'll never PM you first],PeterOccamFi,https://t.me/PeterOccamFi,UserStatusRecently(),Tatiana A. - Occam.fi,t_occamfi,https://t.me/t_occamfi,UserStatusRecently(),Nicolas | OccamFi,NicolasR94,https://t.me/NicolasR94,UserStatusRecently(),Marlene Vee,MarleneVee,https://t.me/MarleneVee,UserStatusLastWeek(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CoinTelegraph,Lever: World’s first AMM-based decentralized margin trading platform,https://t.me/LeverNetwork,Lever Network,True,Sylvester | I Wont pm you first,Pasaift,https://t.me/Pasaift,UserStatusRecently(),♤_©️PaTHuM_♤ 🇱🇰 | Will Never DM you First ! |,Otherss13,https://t.me/Otherss13,UserStatusRecently(),Diego | Lever.Network,Diego9621,https://t.me/Diego9621,UserStatusRecently(),Adam | Lever Network CMO,adam_lever,https://t.me/adam_lever,UserStatusRecently(),Ade | Lever.Network,technicalwriter1,https://t.me/technicalwriter1,UserStatusRecently(),TG | Lever.Network,TGun43,https://t.me/TGun43,UserStatusRecently(),Jacquelyn ｜Lever.Network,Jacquelyn_Cheung,https://t.me/Jacquelyn_Cheung,UserStatusRecently(),Kale | Lever.Network,Kale0Lever,https://t.me/Kale0Lever,UserStatusRecently(),Jeff,creator_0x,https://t.me/creator_0x,UserStatusRecently(),Frank | Lever.Network,movefree,https://t.me/movefree,UserStatusRecently(),Eric | Lever.Network,Eric_Lever,https://t.me/Eric_Lever,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CoinTelegraph,"CrossFi, liquidity empowerment for DeFi",https://t.me/CrossFi_En,CrossFi Global,True,Ethan Zhang,ethanzhang123,https://t.me/ethanzhang123,UserStatusRecently(),Ricky Wang,DODORicky,https://t.me/DODORicky,UserStatusRecently(),Kanpai | SakePerp.fi,kanpai_sake,https://t.me/kanpai_sake,UserStatusRecently(),Monshieur Cross,Panjultea,https://t.me/Panjultea,UserStatusRecently(),Leonie || CRIPTOIZ.NET,ConchitaLeonie,https://t.me/ConchitaLeonie,UserStatusRecently(),Septiyan | Cryptoiz.net,SeptiyanArif,https://t.me/SeptiyanArif,UserStatusRecently(),Pebri | Founder Cryptoiz Marketing Only,pebrycryptoiz,https://t.me/pebrycryptoiz,UserStatusRecently(),Agus artemiss (NEVER PM FIRST) +6289619820616,agus_artemiss,https://t.me/agus_artemiss,UserStatusRecently(),David H,davidhong04,https://t.me/davidhong04,UserStatusRecently(),Cuz Chan,CuzRules,https://t.me/CuzRules,UserStatusRecently(),F C,Henryykim,https://t.me/Henryykim,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CoinTelegraph,DEX leader MDEX integrates Binance Smart Chain,https://t.me/MdexEN,Mdex Global,True,Daisy Chiao,Daisychiao,https://t.me/Daisychiao,UserStatusRecently(),Candice H,GaussSchrodinger,https://t.me/GaussSchrodinger,UserStatusRecently(),Musk @CoinWind,Musk_CoinWind,https://t.me/Musk_CoinWind,UserStatusRecently(),Zel (Community Manager),crypto_zel,https://t.me/crypto_zel,UserStatusRecently(),Kiko,MdexKiko,https://t.me/MdexKiko,UserStatusRecently(),Anh,peteranh910,https://t.me/peteranh910,UserStatusRecently(),Amy X,amy255,https://t.me/amy255,UserStatusRecently(),Lawrence Tang,Lawrence2016,https://t.me/Lawrence2016,UserStatusRecently(),Victoria,Victoria_Yonng,https://t.me/Victoria_Yonng,UserStatusRecently(),Sarah Huang,xtthssxxx,https://t.me/xtthssxxx,UserStatusRecently(),Dantes Stan | DON'T PM FOR ETH/$$,justnow09,https://t.me/justnow09,UserStatusRecently(),Huge @MDEX,huge112,https://t.me/huge112,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CoinTelegraph,DEX leader MDEX integrates Binance Smart Chain,https://t.me/MixDex,Mdex 中文群,True,大 熊,ArchmageZ,https://t.me/ArchmageZ,UserStatusRecently(),Gina chan,md_748,https://t.me/md_748,UserStatusRecently(),光影,lzdf888,https://t.me/lzdf888,UserStatusRecently(),鬼 鬼,ghost0090,https://t.me/ghost0090,UserStatusRecently(),Victoria,Victoria_Yonng,https://t.me/Victoria_Yonng,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CoinTelegraph,Egoras raises $1.3M in private round,https://t.me/egorasmarket,Egoras™,True,Alaneme Chidera,Alanderah,https://t.me/Alanderah,UserStatusLastMonth(),Sai,saimaxnode,https://t.me/saimaxnode,UserStatusLastWeek(),miss Nivie,Nivi_e,https://t.me/Nivi_e,UserStatusRecently(),Ogbonne Uma Egoras,Belle_egoras,https://t.me/Belle_egoras,UserStatusLastMonth(),Boss Man®,bossalike,https://t.me/bossalike,UserStatusRecently(),Harry | Egoras™,harryugoji,https://t.me/harryugoji,UserStatusRecently(),Victor| Egoras™,Og_ry,https://t.me/Og_ry,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CoinTelegraph,Alium Finance raises $2.2M during private round,https://t.me/aliumswap_official,AliumSwap Official ENG 🇬🇧,True,Ján Moravec,jan_aliumswap,https://t.me/jan_aliumswap,UserStatusRecently(),Stacie 🌟 AliumFinance,stacie_alium,https://t.me/stacie_alium,UserStatusRecently(),ALEX,Akents,https://t.me/Akents,UserStatusRecently(),Logan K || NO DMs!,TheUnnamed1,https://t.me/TheUnnamed1,UserStatusRecently(),Sylvester | I Wont pm you first,Pasaift,https://t.me/Pasaift,UserStatusRecently(),Baruška Horák,horak_baruska,https://t.me/horak_baruska,UserStatusRecently(),Magician,realmagician,https://t.me/realmagician,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CoinTelegraph,Mimo DeFi protocol: The world’s first decentralized euro stablecoin,https://t.me/mimodefi,Mimo,True,Biscuit Mimo,Biscuit_Mimo,https://t.me/Biscuit_Mimo,UserStatusRecently(),YaYa_Mimo,Ya_Mimo_Defi,https://t.me/Ya_Mimo_Defi,UserStatusRecently(),Nick,NickCalabs,https://t.me/NickCalabs,UserStatusRecently(),Y,Y_Mimo,https://t.me/Y_Mimo,UserStatusRecently(),Fabs,fm_funnelhacker,https://t.me/fm_funnelhacker,UserStatusRecently(),Thomas_Mimo,Thomas_Mimo,https://t.me/Thomas_Mimo,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CoinTelegraph,Climb Token: Revolution in the DeFi world,https://t.me/climbtoken,✅ CLIMB TOKEN . FINANCE,True,Assistant: Clinton (CLIMB TOKEN . FINANCE),clintonclimbtoken,https://t.me/clintonclimbtoken,UserStatusRecently(),Christian (CLIMB TOKEN . FINANCE),Christianclimbtoken,https://t.me/Christianclimbtoken,UserStatusLastWeek(),Edgar (CLIMB TOKEN . FINANCE),edgarclimbtoken,https://t.me/edgarclimbtoken,UserStatusRecently(),Peak Climber,PeakClimber,https://t.me/PeakClimber,UserStatusLastMonth(),rock climber 🧗🏼,climberock,https://t.me/climberock,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CoinTelegraph,BitMax relaunches as AscendEx,https://t.me/AscendEXEnglish,AscendEX (formerly BitMax) English Official,True,Sagor {I WELL NEVER DM YOU FOR MONEY},Smsagor7,https://t.me/Smsagor7,UserStatusRecently(),Mary Zheng,MaryZheng,https://t.me/MaryZheng,UserStatusRecently(),Malina Saiming,MalinaSaiming,https://t.me/MalinaSaiming,UserStatusRecently(),Jay Kubert | AscendEX (BitMax) - Sr. BD,jaykubert,https://t.me/jaykubert,UserStatusRecently(),Owlbe [ will not message you first without a reason],owlbe,https://t.me/owlbe,UserStatusRecently(),Manny - i ɴᴇᴠᴇʀ ᴘᴍ ғɪʀsᴛ!!!,MannyMcoy,https://t.me/MannyMcoy,UserStatusRecently(),784959E7 👽 | I will never PM you first |,yetmissekiz,https://t.me/yetmissekiz,UserStatusRecently(),Shane Molidor - AscendEX (BitMax),shanemolidor,https://t.me/shanemolidor,UserStatusRecently(),Bonna Zhu,BonnaZhu,https://t.me/BonnaZhu,UserStatusRecently(),žiga,o2ziga,https://t.me/o2ziga,UserStatusRecently(),Blasco | I will never PM you first! | 🤖,dblama,https://t.me/dblama,UserStatusRecently(),AscendEX Support (won't PM you first),AscendEX_Official,https://t.me/AscendEX_Official,UserStatusRecently(),Jasmine,jasminema,https://t.me/jasminema,UserStatusRecently(),George Cao,BmaxHeat,https://t.me/BmaxHeat,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CoinTelegraph,PolkaCity - A virtual city where everything is possible,https://t.me/Polkacity,PolkaCity,True,Chase AmaZix,chase_4D,https://t.me/chase_4D,UserStatusRecently(),Ruona AmaZix,Ogheneruona,https://t.me/Ogheneruona,UserStatusRecently(),Enobee AmaZix,eno_bee,https://t.me/eno_bee,UserStatusRecently(),Chris AmaZix,Parbey,https://t.me/Parbey,UserStatusRecently(),Isaac AmaZix,IsaacEssuman,https://t.me/IsaacEssuman,UserStatusRecently(),Jonny AmaZix,Canaricolor,https://t.me/Canaricolor,UserStatusRecently(),Clara AmaZix,claralausy,https://t.me/claralausy,UserStatusRecently(),Josh AmaZix,edisonbell,https://t.me/edisonbell,UserStatusRecently(),Essa AmaZix,lourdessaBB,https://t.me/lourdessaBB,UserStatusRecently(),Diogo AmaZix,obsAmaZix,https://t.me/obsAmaZix,UserStatusRecently(),Larry AmaZix,heelaree,https://t.me/heelaree,UserStatusRecently(),Lance POLC,LancePOLC,https://t.me/LancePOLC,UserStatusRecently(),Polkacity Community Support,PolkacitySupport,https://t.me/PolkacitySupport,UserStatusRecently(),Noah POLC,PolkaCityCMO,https://t.me/PolkaCityCMO,UserStatusRecently(),cmiLian DEV,POLCDEV,https://t.me/POLCDEV,UserStatusRecently(),Fatih POLC Admins Never DM You First.,POLCadmin,https://t.me/POLCadmin,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CoinTelegraph,DeFi project CherrySwap announces $3M funding and listing on OKExChain,https://t.me/cherryswap_1st/,CherrySwap,True,Steve Rogers,Stevewolf69,https://t.me/Stevewolf69,UserStatusRecently(),Tony Stark,TS_stark,https://t.me/TS_stark,UserStatusRecently(),Jk Jason,JkJason01,https://t.me/JkJason01,UserStatusRecently(),Hunter,Hunter_production,https://t.me/Hunter_production,UserStatusRecently(),CherrySwap-sheldor,sheldorpan,https://t.me/sheldorpan,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CoinTelegraph,Epik aims to empower a new infrastructure of cognitive intelligence,https://t.me/EpikProtocol,EpiK Official Field,True,Gabriel,Toyemikky,https://t.me/Toyemikky,UserStatusRecently(),Sam Jia,SamJia,https://t.me/SamJia,UserStatusRecently(),Yan Do,Yanxuxue,https://t.me/Yanxuxue,UserStatusLastWeek(),Jack,ddsirs3,https://t.me/ddsirs3,UserStatusRecently(),James EpiK,EpiK_James,https://t.me/EpiK_James,,XiaoXia 晓夏,Xiaoxia001,https://t.me/Xiaoxia001,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CoinTelegraph,"A review of Bifrost’s 2nd mint drop, which locked-up over $27 million",https://t.me/bifrost_finance,Bifrost Official,True,Real Lurpis @ Bifrost,lurpis,https://t.me/lurpis,UserStatusRecently(),Yancy,tiemmmmm,https://t.me/tiemmmmm,UserStatusRecently(),Weel - Ross M (I will not DM you first),Weelecht,https://t.me/Weelecht,UserStatusRecently(),Gilang (I will never DM you),venomousz,https://t.me/venomousz,UserStatusRecently(),Maarten (I will never PM first!),Fiexer,https://t.me/Fiexer,UserStatusRecently(),Alex PromoTeam,AlexPromoTeam,https://t.me/AlexPromoTeam,UserStatusRecently(),Bonnie@Bifrost,irend00,https://t.me/irend00,UserStatusRecently(),Bifrost Network,bifrost_network_bot,https://t.me/bifrost_network_bot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CoinTelegraph,How does Epik Protocol implement the Filecoin layer-two network?,https://t.me/EpikProtocol,EpiK Official Field,True,Gabriel,Toyemikky,https://t.me/Toyemikky,UserStatusRecently(),Sam Jia,SamJia,https://t.me/SamJia,UserStatusRecently(),Yan Do,Yanxuxue,https://t.me/Yanxuxue,UserStatusLastWeek(),Jack,ddsirs3,https://t.me/ddsirs3,UserStatusRecently(),James EpiK,EpiK_James,https://t.me/EpiK_James,,XiaoXia 晓夏,Xiaoxia001,https://t.me/Xiaoxia001,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
