name_of_project,title_of_press_release,telegram_1,telegram_1_name,telegram_1_is_group,tg admin 1 name,tg admin 1 username,tg admin 1 contact url,tg admin 1 status,tg admin 2 name,tg admin 2 username,tg admin 2 contact url,tg admin 2 status,tg admin 3 name,tg admin 3 username,tg admin 3 contact url,tg admin 3 status,tg admin 4 name,tg admin 4 username,tg admin 4 contact url,tg admin 4 status,tg admin 5 name,tg admin 5 username,tg admin 5 contact url,tg admin 5 status,tg admin 6 name,tg admin 6 username,tg admin 6 contact url,tg admin 6 status,tg admin 7 name,tg admin 7 username,tg admin 7 contact url,tg admin 7 status,tg admin 8 name,tg admin 8 username,tg admin 8 contact url,tg admin 8 status,tg admin 9 name,tg admin 9 username,tg admin 9 contact url,tg admin 9 status,tg admin 10 name,tg admin 10 username,tg admin 10 contact url,tg admin 10 status,tg admin 11 name,tg admin 11 username,tg admin 11 contact url,tg admin 11 status,tg admin 12 name,tg admin 12 username,tg admin 12 contact url,tg admin 12 status,tg admin 13 name,tg admin 13 username,tg admin 13 contact url,tg admin 13 status,tg admin 14 name,tg admin 14 username,tg admin 14 contact url,tg admin 14 status,tg admin 15 name,tg admin 15 username,tg admin 15 contact url,tg admin 15 status,tg admin 16 name,tg admin 16 username,tg admin 16 contact url,tg admin 16 status,tg admin 17 name,tg admin 17 username,tg admin 17 contact url,tg admin 17 status,tg admin 18 name,tg admin 18 username,tg admin 18 contact url,tg admin 18 status,tg admin 19 name,tg admin 19 username,tg admin 19 contact url,tg admin 19 status,tg admin 20 name,tg admin 20 username,tg admin 20 contact url,tg admin 20 status,tg admin 21 name,tg admin 21 username,tg admin 21 contact url,tg admin 21 status,tg admin 22 name,tg admin 22 username,tg admin 22 contact url,tg admin 22 status,tg admin 23 name,tg admin 23 username,tg admin 23 contact url,tg admin 23 status,tg admin 24 name,tg admin 24 username,tg admin 24 contact url,tg admin 24 status,tg admin 25 name,tg admin 25 username,tg admin 25 contact url,tg admin 25 status,tg admin 26 name,tg admin 26 username,tg admin 26 contact url,tg admin 26 status,tg admin 27 name,tg admin 27 username,tg admin 27 contact url,tg admin 27 status,tg admin 28 name,tg admin 28 username,tg admin 28 contact url,tg admin 28 status,tg admin 29 name,tg admin 29 username,tg admin 29 contact url,tg admin 29 status,tg admin 30 name,tg admin 30 username,tg admin 30 contact url,tg admin 30 status,tg admin 31 name,tg admin 31 username,tg admin 31 contact url,tg admin 31 status,tg admin 32 name,tg admin 32 username,tg admin 32 contact url,tg admin 32 status,tg admin 33 name,tg admin 33 username,tg admin 33 contact url,tg admin 33 status,tg admin 34 name,tg admin 34 username,tg admin 34 contact url,tg admin 34 status,tg admin 35 name,tg admin 35 username,tg admin 35 contact url,tg admin 35 status,tg admin 36 name,tg admin 36 username,tg admin 36 contact url,tg admin 36 status,tg admin 37 name,tg admin 37 username,tg admin 37 contact url,tg admin 37 status,tg admin 38 name,tg admin 38 username,tg admin 38 contact url,tg admin 38 status
Bitcoinist,Play2Live - The World's First Decentralized Streaming Platform for Gamers and eSports Fans,https://t.me/play2live,Play2Live - Official Group,True,Alex Thor,Snipermanx,https://t.me/Snipermanx,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoinist,Worldcore Raises Over $5 Mln in the First Presale Days of its Upcoming ICO,https://t.me/worldcore,Worldcore,True,Tony Heisenberg,tony_heisenberg,https://t.me/tony_heisenberg,UserStatusRecently(),Mr Moon,mrmoon,https://t.me/mrmoon,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoinist,Snovio Brings Blockchain to Implement an Innovative Approach to Lead Generation and Sourcing,https://t.me/snovio_ico,Snovio.Space,True,Denys Kalinichenko,dksnovian,https://t.me/dksnovian,UserStatusRecently(),Daria Shevchenko,DariaSnovio,https://t.me/DariaSnovio,UserStatusRecently(),Ж Medvednikov,Medvednikov,https://t.me/Medvednikov,UserStatusRecently(),Olekksii Kratko,Oleksiikratko,https://t.me/Oleksiikratko,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoinist,EcoCelium is Now Live - Ready to Mark the Next Step in DeFi,https://t.me/ecocelium,EcoCelium Official Group,True,Adriana EcoCelium,AdrianaEcocelium,https://t.me/AdrianaEcocelium,UserStatusRecently(),DeFi EcoCelium,EcoCeliumsupport,https://t.me/EcoCeliumsupport,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoinist,FreeBitco.in Acquires 3.75 Billion FUN Tokens to “Strategically Promote” Adoption,https://t.me/officialFUNToken,Official FUNToken chat,True,Adriaan Brink,bigbasher,https://t.me/bigbasher,UserStatusRecently(),FUNToken_Kevin,FUNToken_Kevin,https://t.me/FUNToken_Kevin,UserStatusRecently(),FUNToken-Brian,FunTokenMod,https://t.me/FunTokenMod,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoinist,Join Student Coin ICO and Get your Ticket to the Crypto world,https://t.me/studentcoin,Student Coin Chat,True,Jakub Student Coin Team,Jakub_Szkiela,https://t.me/Jakub_Szkiela,UserStatusRecently(),Younior | Student Coin Team,Younior_PL,https://t.me/Younior_PL,UserStatusRecently(),Dihari | Student Coin Team,dihari,https://t.me/dihari,UserStatusRecently(),Adam | Student Coin Team,Adam_Urbanski,https://t.me/Adam_Urbanski,UserStatusRecently(),Victor | Student Coin Team,vitek_ua,https://t.me/vitek_ua,UserStatusRecently(),Martin | Student Coin Team,martinstc1,https://t.me/martinstc1,UserStatusRecently(),John,johnstc,https://t.me/johnstc,UserStatusRecently(),MC | Student Coin Team,MC_0211,https://t.me/MC_0211,UserStatusRecently(),Caroline | Student Coin Support,carolinestc,https://t.me/carolinestc,UserStatusRecently(),Paul | Student Coin Team,Paul_Support,https://t.me/Paul_Support,UserStatusRecently(),Jacob Kozakiewicz,j_kozakiewicz,https://t.me/j_kozakiewicz,UserStatusRecently(),Cezary,Ancienciq,https://t.me/Ancienciq,UserStatusRecently(),Piotr | Student Coin Team,Piotr_Barbachowski,https://t.me/Piotr_Barbachowski,UserStatusRecently(),Maya | Student Coin Team,majasynowiec,https://t.me/majasynowiec,UserStatusRecently(),Wojciech Podobas| Student Coin CEO,podobas,https://t.me/podobas,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoinist,"Electric Capital, Nascent Ventures invest in FLEX Coin and Notes.Finance DEX",https://t.me/coinflex_EN,CoinFLEX💪🏻,True,Charlie H,hayward852,https://t.me/hayward852,UserStatusRecently(),Phil,Phil_Flex,https://t.me/Phil_Flex,UserStatusRecently(),Collin,CollinEnstad,https://t.me/CollinEnstad,UserStatusRecently(),Cherry,Asoola_Cherry,https://t.me/Asoola_Cherry,UserStatusRecently(),Joseph Pegler,joepegler,https://t.me/joepegler,UserStatusLastMonth(),Rob,mewn_bear_rob,https://t.me/mewn_bear_rob,UserStatusRecently(),Sadie,Sadiecoinflex,https://t.me/Sadiecoinflex,UserStatusRecently(),MW,cfamw,https://t.me/cfamw,UserStatusRecently(),Bader,badelelele,https://t.me/badelelele,UserStatusRecently(),Joe,joe_gfruit,https://t.me/joe_gfruit,UserStatusRecently(),Jack FLEX,Jack_FLEX,https://t.me/Jack_FLEX,UserStatusRecently(),Lynley Pillay,lynleypillay,https://t.me/lynleypillay,UserStatusRecently(),Darran,darran_crypto,https://t.me/darran_crypto,UserStatusRecently(),Khanh,khanh_cf,https://t.me/khanh_cf,UserStatusRecently(),Ewelina MI5,ewelinaMI5,https://t.me/ewelinaMI5,UserStatusRecently(),Natalie,tiennatalie,https://t.me/tiennatalie,UserStatusRecently(),Sudhu,Sudhu_CoinFLEX,https://t.me/Sudhu_CoinFLEX,UserStatusRecently(),Mark Lamb 💪,markdavidlamb,https://t.me/markdavidlamb,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoinist,MahaDAO to List MAHA and ARTH with BitMax.io,https://t.me/MahaDAO,MahaDAO,True,Pooja,poojakhanna27,https://t.me/poojakhanna27,UserStatusRecently(),Astra [ I will never DM you & ask for funds],Nobodi7,https://t.me/Nobodi7,UserStatusRecently(),Jai [ I'll Never Ask For Funds ],OfficiaL_Jai96,https://t.me/OfficiaL_Jai96,UserStatusRecently(),VictorVont™,Victorvont,https://t.me/Victorvont,UserStatusRecently(),Urvesh,UrveshKansara,https://t.me/UrveshKansara,UserStatusRecently(),Pranay Sanghavi,pranaysanghavi,https://t.me/pranaysanghavi,UserStatusRecently(),Gafoor K,gafoor_k,https://t.me/gafoor_k,UserStatusRecently(),steven enamakel - mahadao.com - no ETH - wont PM you first,enamakel,https://t.me/enamakel,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoinist,"MDEX: Rising to the DEX Challenge, a Contender for UniSwap and SushiSwap",https://t.me/MixDex,Mdex 中文群,True,大 熊,ArchmageZ,https://t.me/ArchmageZ,UserStatusRecently(),Gina chan,md_748,https://t.me/md_748,UserStatusRecently(),光影,lzdf888,https://t.me/lzdf888,UserStatusRecently(),鬼 鬼,ghost0090,https://t.me/ghost0090,UserStatusRecently(),Victoria,Victoria_Yonng,https://t.me/Victoria_Yonng,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoinist,GCGC Launches Global Crypto Mining Initiative,https://t.me/gcgccommunity,GCGC,True,Jeremy S,JeremyS77,https://t.me/JeremyS77,UserStatusRecently(),GCGC,More_555,https://t.me/More_555,UserStatusRecently(),Alvin Choy,AlvinChoy,https://t.me/AlvinChoy,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoinist,Coinbase Custody to Support Dvision Network (DVI),https://t.me/dvisionnetworkglobal,Dvision Network - Community (En),True,Jeff,Jeff_Unstoppable,https://t.me/Jeff_Unstoppable,UserStatusRecently(),Brian (Dvision Network),BrianDvision,https://t.me/BrianDvision,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoinist,Join PEAKDEFI - a Safer Way to Grow your Wealth,https://t.me/peakdefi_official,PEAKDEFI Official,True,Rob,rob_ernst,https://t.me/rob_ernst,UserStatusRecently(),Jonas | PEAKDEFI,JonasPEAKDEFI,https://t.me/JonasPEAKDEFI,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoinist,PAID Network Will Launch Its IDO on Polkastarter on January 20th,https://t.me/paidnetwork,PAID Network,True,Usman (PAID Network) Will Never PM you first,usman_paid,https://t.me/usman_paid,UserStatusRecently(),Rhyan,Rhyan_MV,https://t.me/Rhyan_MV,UserStatusRecently(),Hibijis - I will never PM you for funds,Hibijis,https://t.me/Hibijis,UserStatusRecently(),Lucas I Will never DM first!,TijanCRYP,https://t.me/TijanCRYP,UserStatusRecently(),Carmelo,Melowild,https://t.me/Melowild,UserStatusRecently(),Kh ( I will never dm first),khgotPAID,https://t.me/khgotPAID,UserStatusRecently(),Jaksh ( I will Never DM you ),Jaksh96,https://t.me/Jaksh96,UserStatusRecently(),Roshi I will Never DM first!,roshimuten,https://t.me/roshimuten,UserStatusRecently(),Cole Mathis (BLOCK ME IF I DM YOU FIRST),Colemaths,https://t.me/Colemaths,UserStatusRecently(),Devin - I will never PM first,doverun,https://t.me/doverun,UserStatusRecently(),Gilang (I will never DM you),venomousz,https://t.me/venomousz,UserStatusRecently(),Admin (Will never PM you first),teamdefi,https://t.me/teamdefi,UserStatusRecently(),Mark - BD,markritt,https://t.me/markritt,UserStatusRecently(),Marta,martavit,https://t.me/martavit,UserStatusRecently(),Dane H,DaneHoy,https://t.me/DaneHoy,UserStatusRecently(),Jessica Gonzales - will not ask for funds,jessica_gonzales,https://t.me/jessica_gonzales,UserStatusRecently(),kyle Chasse | PAID Network - Will not DM for investment,CACrypto,https://t.me/CACrypto,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoinist,Crypto Loot Boxes,https://t.me/CoinsLootOfficial,CoinsLoot Official Telegram Group!,True,ナタン,faekrr,https://t.me/faekrr,UserStatusLastMonth(),Daniel R,DanielR3,https://t.me/DanielR3,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoinist,Introducing SINOVATE: The Future of Decentralized Cloud Storage,https://t.me/SINOVATEChain,SINOVATE,True,Maxim Goods,MaximGoods,https://t.me/MaximGoods,UserStatusRecently(),Cizi,Cizi31,https://t.me/Cizi31,UserStatusRecently(),CryptoWayne,stledgerdigital,https://t.me/stledgerdigital,UserStatusRecently(),Doğan ŞAHİN,Mir_Yildiz,https://t.me/Mir_Yildiz,UserStatusRecently(),Fredd,FreddSin,https://t.me/FreddSin,UserStatusRecently(),🇷🇺 Sofya🍀 [admin never PM first],sonia_1996,https://t.me/sonia_1996,UserStatusRecently(),BEET,BEETJONNY,https://t.me/BEETJONNY,UserStatusRecently(),FTotal007,FTotal007,https://t.me/FTotal007,UserStatusRecently(),Brieuc,BrieucLothringen,https://t.me/BrieucLothringen,UserStatusRecently(),Macaulay,Macaulay21,https://t.me/Macaulay21,UserStatusRecently(),Aleksey aka T..ne,TrinePrime,https://t.me/TrinePrime,UserStatusRecently(),Viridis,virid1s,https://t.me/virid1s,UserStatusRecently(),Cryplander(Never PM First),cryplander,https://t.me/cryplander,UserStatusRecently(),Swati Sharma,Swatisharma10,https://t.me/Swatisharma10,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoinist,Binance Access x Reef - Creating a World-Class User Experience,https://t.me/reefdefi,Reef Global Community,True,David Güth,davidgueth,https://t.me/davidgueth,UserStatusRecently(),Mohit Madan,TheMohitMadan,https://t.me/TheMohitMadan,UserStatusRecently(),TM,TMittal,https://t.me/TMittal,UserStatusRecently(),Bk07,BenjaminK07,https://t.me/BenjaminK07,UserStatusRecently(),Nova,NovaRane,https://t.me/NovaRane,UserStatusRecently(),Reef Claim Admin,reef_claim_admin,https://t.me/reef_claim_admin,UserStatusLastMonth(),Kajal,Crypto_N_Coffee,https://t.me/Crypto_N_Coffee,UserStatusRecently(),Darshan (Won't Ask For ETH/Money),Darshanb77,https://t.me/Darshanb77,UserStatusRecently(),Phil B,filipbarak,https://t.me/filipbarak,UserStatusRecently(),Yash Tiwari (Won't Ask For Funds),Yash_tiwari08,https://t.me/Yash_tiwari08,UserStatusRecently(),Darshan (Won't ask for ETH/Money),darshan44,https://t.me/darshan44,UserStatusRecently(),Kumar (Admins never DM you first and ask for ETH/Money),hodl_kumar,https://t.me/hodl_kumar,UserStatusRecently(),MPH (I WILL NEVER DM YOU FIRST),MattHawkes,https://t.me/MattHawkes,UserStatusRecently(),Yosef ( Will not DM You) Kim,definode,https://t.me/definode,UserStatusLastMonth(),Denko Mancheski,denkomanceski,https://t.me/denkomanceski,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoinist,ClinTex’s CTi Token Lists on KuCoin Today,https://t.me/ClinTexCTi,ClinTex CTi - Community,True,Rocks,rocks4mii,https://t.me/rocks4mii,UserStatusRecently(),IK | I WILL NEVER PM YOU FIRST,SuperMod1,https://t.me/SuperMod1,UserStatusRecently(),Eren Çekiç,nascasto,https://t.me/nascasto,UserStatusRecently(),Alpago,tokensuitealpago,https://t.me/tokensuitealpago,UserStatusRecently(),Axl Q Megahorse,AxlQMegahorse,https://t.me/AxlQMegahorse,UserStatusRecently(),AB,AB_BTC,https://t.me/AB_BTC,UserStatusRecently(),ClinTex Admin,ClinTexAdmin,https://t.me/ClinTexAdmin,UserStatusLastWeek(),Sean_Clintex,Sean_Clintex,https://t.me/Sean_Clintex,UserStatusRecently(),Valery Panamera,panamera_valery,https://t.me/panamera_valery,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoinist,DEXFIN Launches One-Stop Shop European Crypto Exchange,https://t.me/dexfinhq,DEXFIN,True,Kamilosa,kamilosa,https://t.me/kamilosa,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoinist,CorionX and Syscoin Join Hands to Drive Stablecoin Adoption,https://t.me/corionx,CorionX #MoneyInTheRightDirection,True,Etihad,Etihad_1905,https://t.me/Etihad_1905,UserStatusRecently(),Sercan,SercanCrypto,https://t.me/SercanCrypto,UserStatusRecently(),Zandy,Zandyoby,https://t.me/Zandyoby,UserStatusRecently(),EⓂ✺ℕ ℍ☻ṧՏᾰⅈℕ,Emon143,https://t.me/Emon143,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoinist,CorionX and Syscoin Join Hands to Drive Stablecoin Adoption,https://t.me/Syscoin_Official,Syscoin Official,True,MooBaa,Moo_Baa,https://t.me/Moo_Baa,UserStatusRecently(),Sebastien DiMichele,sebastien1234,https://t.me/sebastien1234,UserStatusRecently(),bstr156,bstr156,https://t.me/bstr156,UserStatusRecently(),Michiel scmt,Michielscmt,https://t.me/Michielscmt,UserStatusRecently(),Big Poppa,Big_Poppa_37,https://t.me/Big_Poppa_37,UserStatusRecently(),James,JM5667,https://t.me/JM5667,UserStatusRecently(),Dan W,danosphere,https://t.me/danosphere,UserStatusRecently(),jagdeep sidhu,sidhujag,https://t.me/sidhujag,UserStatusRecently(),Keyare | Syscoin,Keyare,https://t.me/Keyare,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoinist,"Uniswap Lists Native Token of Uniris, a Biometric-Blockchain ID Solution",https://t.me/uniris_eng,Uniris ENG,True,Vishnupriya,vpm_01,https://t.me/vpm_01,UserStatusRecently(),Victor,Victor_UCO,https://t.me/Victor_UCO,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoinist,ClinTex Launches Round 2 of the CTi Token Sale,https://t.me/ClinTexCTi,ClinTex CTi - Community,True,Rocks,rocks4mii,https://t.me/rocks4mii,UserStatusRecently(),IK | I WILL NEVER PM YOU FIRST,SuperMod1,https://t.me/SuperMod1,UserStatusRecently(),Eren Çekiç,nascasto,https://t.me/nascasto,UserStatusRecently(),Alpago,tokensuitealpago,https://t.me/tokensuitealpago,UserStatusRecently(),Axl Q Megahorse,AxlQMegahorse,https://t.me/AxlQMegahorse,UserStatusRecently(),AB,AB_BTC,https://t.me/AB_BTC,UserStatusRecently(),ClinTex Admin,ClinTexAdmin,https://t.me/ClinTexAdmin,UserStatusLastWeek(),Sean_Clintex,Sean_Clintex,https://t.me/Sean_Clintex,UserStatusRecently(),Valery Panamera,panamera_valery,https://t.me/panamera_valery,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoinist,"SaTT Smart Advertising Token to List on WhiteBIT, an EU-Compliant Exchange",https://t.me/satttoken,SaTT,True,Ronan S,Ronan_CM,https://t.me/Ronan_CM,UserStatusRecently(),Mzrkd,Mzrkd,https://t.me/Mzrkd,UserStatusRecently(),Louis G,LouisGr,https://t.me/LouisGr,UserStatusRecently(),Flavien,FlavienL,https://t.me/FlavienL,UserStatusRecently(),chinsjohn⛓️,chinsjohn,https://t.me/chinsjohn,UserStatusRecently(),Anine,anine7,https://t.me/anine7,UserStatusRecently(),Dextor,dext0,https://t.me/dext0,UserStatusRecently(),Ashish Kumar,kumar_gda,https://t.me/kumar_gda,UserStatusRecently(),Ray Peiris,ray_gda,https://t.me/ray_gda,UserStatusRecently(),Benj_CM Markchain,Benj_T,https://t.me/Benj_T,UserStatusRecently(),Quentin,ZorposFr,https://t.me/ZorposFr,UserStatusRecently(),Vanda,airdropfrenchie,https://t.me/airdropfrenchie,UserStatusRecently(),Quentin H,Quent_H,https://t.me/Quent_H,UserStatusRecently(),samir,samirksibi,https://t.me/samirksibi,UserStatusRecently(),Gauthier,GauthierBros,https://t.me/GauthierBros,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoinist,Multiplier Finance's TakoSwap Will Launch on September 30,https://t.me/themultiplierio,Multiplier,True,Kuldeep | Multiplier.Finance,kd23907,https://t.me/kd23907,UserStatusRecently(),Salvin,salvinang,https://t.me/salvinang,UserStatusRecently(),Sam Peele,SamPeele99,https://t.me/SamPeele99,UserStatusRecently(),"Finball (I'm a scammer, if I DM YOU!!)",Finball,https://t.me/Finball,UserStatusRecently(),Yewnan | Multiplier.Finance,YewnanMultiplier,https://t.me/YewnanMultiplier,UserStatusRecently(),Oldah | Multiplier,oldah,https://t.me/oldah,UserStatusRecently(),KRIT WAN,nineium,https://t.me/nineium,UserStatusRecently(),Kimxx | Mulitplier.finance,kimmultiplier,https://t.me/kimmultiplier,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bitcoinist,"SaTT Smart Advertising Token Raises USD 7.1M, Rare Feat in 2020 Lackluster ICO Landscape",https://t.me/satttoken,SaTT,True,Ronan S,Ronan_CM,https://t.me/Ronan_CM,UserStatusRecently(),Mzrkd,Mzrkd,https://t.me/Mzrkd,UserStatusRecently(),Louis G,LouisGr,https://t.me/LouisGr,UserStatusRecently(),Flavien,FlavienL,https://t.me/FlavienL,UserStatusRecently(),chinsjohn⛓️,chinsjohn,https://t.me/chinsjohn,UserStatusRecently(),Anine,anine7,https://t.me/anine7,UserStatusRecently(),Dextor,dext0,https://t.me/dext0,UserStatusRecently(),Ashish Kumar,kumar_gda,https://t.me/kumar_gda,UserStatusRecently(),Ray Peiris,ray_gda,https://t.me/ray_gda,UserStatusRecently(),Benj_CM Markchain,Benj_T,https://t.me/Benj_T,UserStatusRecently(),Quentin,ZorposFr,https://t.me/ZorposFr,UserStatusRecently(),Vanda,airdropfrenchie,https://t.me/airdropfrenchie,UserStatusRecently(),Quentin H,Quent_H,https://t.me/Quent_H,UserStatusRecently(),samir,samirksibi,https://t.me/samirksibi,UserStatusRecently(),Gauthier,GauthierBros,https://t.me/GauthierBros,UserStatusRecently(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
