name_of_project,title_of_press_release,telegram
Bitcoinist,CoinMetro Exchange Raises $8.5 Million Ahead of Formal Token Sale,https://t.me/CoinMetro
Bitcoinist,Polymath Network Gets Listed on KuCoin,https://t.me/polymathnews
Bitcoinist,"Bringing DAO into the ICO Landscape: KICKICO Launches Community Choice Function, Which Gives Power to Backers",https://t.me/kickico
Bitcoinist,WELL Telemedicine Project Cures from Crypto Neurosis to Achieve Hard Cap,https://t.me/joinwell
Bitcoinist,Hicky Team Announce Their Bounty Program,https://t.me/getpicky
Bitcoinist,RealChain Has Real Life Applications in Preventing Counterfeit Sales,https://t.me/realchainEnglish
Bitcoinist,MARK.SPACE Raises Hopes of a Lucrative Alliance between VR and E-Commerce through its Revolutionary Blockchain Powered Ecosystem,https://t.me/markspaceio
Bitcoinist,Confideal Announces ICO,https://t.me/confidealioeng
Bitcoinist,Centra Gets Listed On KuCoin,https://t.me/centratech
Bitcoinist,How Viola.AI Uses Blockchain to Tackle the Billion Dollar Love Scams Industry,https://t.me/ViolaAI
Bitcoinist,Dr. Moe Levin Joins Advisory Committee at 4NEW,https://t.me/joinchat/EgIZbBDLYGHlhtbSS58i-Q
Bitcoinist,"Coinsilium Advisory Services’ Client, Dether Commences Public Token Generating Event",https://t.me/joinchat/GkdUjUQ4jx_Apxmz2km4ww
Bitcoinist,"XinFin Unveils XDC, the Hybrid Blockchain Protocol, Opens Its Utility Token Sale",https://t.me/xinfintalk
Bitcoinist,IUNGO Gets Listed On KuCoin First,https://t.me/joinchat/FMqUpg1_vED9MSDJPPcFkg
Bitcoinist,IUNGO Gets Listed On KuCoin First,https://t.me/IUNGO
Bitcoinist,VinChain Launches ICO - Raises Over $1 Million in Less Than 24 Hours,https://t.me/vinchainio
Bitcoinist,Viola.AI Wins Investor Award at d10e ICO Pitching Competition at Cayman Islands,https://t.me/ViolaAI
Bitcoinist,HashGains Crowd Sale on Cloud Mining Data Center Is Live Now!,https://t.me/hashgains
Bitcoinist,Block Array Gets Listed On KuCoin,https://t.me/Kucoin_Exchange
Bitcoinist,Block Array Gets Listed On KuCoin,https://t.me/Block_Array
Bitcoinist,Revain Releases Dashboard Version 0.4,https://t.me/joinchat/CzZcC0PCgpJcbBCb3JfNeQ
Bitcoinist,Velix.ID Partners with the Largest Cryptocurrency Exchanges in India to Revamp KYC,https://t.me/velixID
Bitcoinist,Velix.ID Partners with the Largest Cryptocurrency Exchanges in India to Revamp KYC,https://t.me/neerv
Bitcoinist,EncrypGen (DNA) Gets Listed on Kucoin,https://t.me/joinchat/FMqUpg1_vED9MSDJPPcFkg
Bitcoinist,Casinos: The First Killer Blockchain App?,https://t.me/reaI_casino
Bitcoinist,Fast Invest Expands P2P Platform Offering to Non-EU Investors,https://t.me/joinchat/HQ8U2xFlDDyYN1WVF6YO9g
Bitcoinist,Trade.Io the Trading Revolution Gets Listed on Kucoin with Special Trading Competition,https://t.me/Kucoin_News
Bitcoinist,Trade.Io the Trading Revolution Gets Listed on Kucoin with Special Trading Competition,https://t.me/Kucoin_Exchange
Bitcoinist,Trade.Io the Trading Revolution Gets Listed on Kucoin with Special Trading Competition,https://t.me/TradeToken
Bitcoinist,Anti-Ad-Fraud Alliance - DATA Proposes to Abolish Fake Users from Advertising Industry,http://t.me/blockchainDATA
Bitcoinist,"Matrix ICO Raises 13,227.5 ETHs for 50 Million Tokens",https://t.me/matrixainetwork
Bitcoinist,Tesla Model S As Prize For carVertical listing on KuCoin,https://t.me/Kucoin_Exchange
Bitcoinist,DocCoin Announces Pre-ICO for Blockchain Based Telehealth,https://t.me/joinchat/AAAAAEHmgwIjLMLc3F88mA
Bitcoinist,Forget About Registration at Crypto Exchanges - Arbidex Announces Crowdsale,https://t.me/arbidex
Bitcoinist,Retail Conglomerate Launches Online Mall Accepting Only MegaX and Bitcoin Cash,https://t.me/Megaxcoin
Bitcoinist,World’s First AI & Blockchain-Based Dating & Relationship Project Viola.AI Raises 70% of Pre-Sale Hard Cap with Less Than 2 Weeks Left,https://t.me/ViolaAI
Bitcoinist,Omnitude Brings the Power of Hyperledger Technology to Enterprise Ecommerce with Its Smart Blockchain Platform,https://t.me/joinchat/GvyX0g8PC7_JsyUu0fruUw
Bitcoinist,"7 More Serial Entrepreneurs, Blockchain and Crypto Experts Join Viola.AI Advisory Board",https://t.me/ViolaAI
Bitcoinist,Enjin (ENJ) Now Trading on KuCoin - ENJ/BTC and ENJ/ETH,https://t.me/Kucoin_News
Bitcoinist,Enjin (ENJ) Now Trading on KuCoin - ENJ/BTC and ENJ/ETH,https://t.me/Kucoin_Exchange
Bitcoinist,Enjin (ENJ) Now Trading on KuCoin - ENJ/BTC and ENJ/ETH,https://t.me/enjin_coin
Bitcoinist,ai gang (AIX) Listed on KuCoin - AIX/BTC and AIX/ETH,https://t.me/Kucoin_News
Bitcoinist,ai gang (AIX) Listed on KuCoin - AIX/BTC and AIX/ETH,https://t.me/Kucoin_Exchange
Bitcoinist,ai gang (AIX) Listed on KuCoin - AIX/BTC and AIX/ETH,https://t.me/aigangnetwork
Bitcoinist,Paycent Opens Pre-Registration for Paycent Debit Cards on January 15,https://t.me/paycent
Bitcoinist,e-Chat Launches 3rd Round of Token Sale,https://t.me/ico_eChat
Bitcoinist,Australian Based MoxyOne is Offering ICO’s White Labelled Debit Card Infrastructure,https://t.me/moxyone
Bitcoinist,Exclusive Interview with Prof. Steve Deng: Using AI to Develop Blockchain,https://t.me/matrixainetwork
Bitcoinist,Snovio Lead Generation for the Blockchain Gets Released on KuCoin,https://t.me/Kucoin_News
Bitcoinist,Snovio Lead Generation for the Blockchain Gets Released on KuCoin,https://t.me/Kucoin_Exchange
Bitcoinist,Snovio Lead Generation for the Blockchain Gets Released on KuCoin,https://t.me/snovio_ico
Bitcoinist,"Viola.AI, the A.I Blockchain Marketplace for Love Partners with Matchmaking Institute to Bring Thousands of Trained Dating Experts from 46 Countries",https://t.me/ViolaAI
Bitcoinist,"Pre-token Sale is Now Open for CoinMetro Exchange, a New Cryptocurrency Trading and Investing Platform, from the Team Behind Forex Provider, FXPIG.",https://t.me/CoinMetro
Bitcoinist,TravelFlex ICO Round Continue Until 12th Jan 2018,https://t.me/travelflexchat
Bitcoinist,New Perfect BITCOIN Segwit2X: Who Is Afraid And Why?,https://t.me/Segwit2Xfork
Bitcoinist,Segwit2X Futures Beat All Records: Fork Increased by 75% In One Day,https://t.me/Segwit2Xfork
Bitcoinist,"True Flip Trading Promotion On KuCoin: Trading Starts On December 27, 39,000 True Flip in Prizes!",https://t.me/Kucoin_News
Bitcoinist,"True Flip Trading Promotion On KuCoin: Trading Starts On December 27, 39,000 True Flip in Prizes!",https://t.me/joinchat/FMqUpg1_vED9MSDJPPcFkg
Bitcoinist,"True Flip Trading Promotion On KuCoin: Trading Starts On December 27, 39,000 True Flip in Prizes!",https://t.me/truefliplotto
Bitcoinist,BANKEX Ranked One of the Top 20 ICOs of All Time,https://t.me/bankex
Bitcoinist,ClearPoll Now Listed On KuCoin - POLL/BTC and POLL/ETC,https://t.me/Kucoin_News
Bitcoinist,ClearPoll Now Listed On KuCoin - POLL/BTC and POLL/ETC,https://t.me/joinchat/FMqUpg1_vED9MSDJPPcFkg
Bitcoinist,ClearPoll Now Listed On KuCoin - POLL/BTC and POLL/ETC,https://t.me/clearpoll_clearify
Bitcoinist,Oyster Pearl Listed On KuCoin: Trading in Progress Now,https://t.me/Kucoin_News
Bitcoinist,Oyster Pearl Listed On KuCoin: Trading in Progress Now,https://t.me/joinchat/FMqUpg1_vED9MSDJPPcFkg
Bitcoinist,Oyster Pearl Listed On KuCoin: Trading in Progress Now,https://t.me/oysterprotocol
Bitcoinist,DENT Will Be Listed On KuCoin: Trading Starts On December 18 With 10 Million DENT As Prize For Top Traders,https://t.me/Kucoin_News
Bitcoinist,DENT Will Be Listed On KuCoin: Trading Starts On December 18 With 10 Million DENT As Prize For Top Traders,https://t.me/joinchat/FMqUpg1_vED9MSDJPPcFkg
Bitcoinist,DENT Will Be Listed On KuCoin: Trading Starts On December 18 With 10 Million DENT As Prize For Top Traders,https://t.me/dentcoin
Bitcoinist,"BCDiploma, the French ICO EdTech Which Will Compete With MIT: Don’t Miss the Presale!",https://t.me/BCDiploma!
Bitcoinist,Revain Will Be Listed On KuCoin: Trading Starts On December 15,https://t.me/Kucoin_News
Bitcoinist,Revain Will Be Listed On KuCoin: Trading Starts On December 15,https://t.me/joinchat/FMqUpg1_vED9MSDJPPcFkg
Bitcoinist,P2P Investment Loan Platform Enters Blockchain Sector with ICO Launch,https://t.me/joinchat/HQ8U2xFlDDyYN1WVF6YO9g
Bitcoinist,NAGA Token Sale is Nearly Over! 2 Days Left Before the End of the Token Sale!,https://t.me/NAGAico
Bitcoinist,Co-Founder of Bancor Joins Advisory Board of the $200M Frankfurt Listed Company - NAGA,https://t.me/NAGAico
Bitcoinist,iTitanium Coin Announces ICO Launch,https://t.me/ititaniumcoin
Bitcoinist,Oju Hospitality Group Launches ICO - 'OjuT - The Travel Coin' - May Rival Bitcoin - Self-Invented Blockchain Technology and Proof of Stake Algorithms,https://t.me/OjuTcoin
Bitcoinist,Publica Will Be Listed On KuCoin: Trading Starts On December 7,https://t.me/Kucoin_News
Bitcoinist,Publica Will Be Listed On KuCoin: Trading Starts On December 7,https://t.me/joinchat/FMqUpg1_vED9MSDJPPcFkg
Bitcoinist,Publica Will Be Listed On KuCoin: Trading Starts On December 7,https://t.me/joinchat/GXeUdA5NL51TAV_YFY8BDw
Bitcoinist,Hedge Fund Expert Drake Joins Frankfurt $200M Listed NAGA & its ICO Advisory Board,https://t.me/NAGAico
Bitcoinist,Video Content Disruptor Flixxo Will Be Listed On KuCoin: Trading Starts On Thursday November 30,https://t.me/joinchat/FMqUpg1_vED9MSDJPPcFkg
Bitcoinist,On the Way to the Moon - BANKEX Reaches Soft Cap on First Day of Token Sale,https://t.me/bankex
Bitcoinist,CoinLoan Launches Lending Platform Using Crypto Assets,https://t.me/coinloan
Bitcoinist,How This Blockchain Platform is Using Gaze Control to Advertise,https://t.me/joinchat/AwIz40P2ge49Ep95y7pltg
Bitcoinist,Human Discovery Platform to Hit the Self-Improvement and HR Markets,https://t.me/joinchat/FsE5mQxe8B3fJmxEJEj47g
Bitcoinist,MDK: The Largest European Community on the Vkontakte Social Network Launching ICO,http://telegram.me/MDKCRYPTO
Bitcoinist,"A New Level of Working with Sata Is the Advantage of ""Smart Mining""",https://t.me/Cryptonomos_ICOs
Bitcoinist,"DropDeck.io - The Future of Funding is AI-driven, Decentralized, and Incentivized",https://t.me/dropdeck
Bitcoinist,"DropDeck.io - The Future of Funding is AI-driven, Decentralized, and Incentivized",https://t.me/joinchat/FkbmT0JJD2sOsL79fiAlQg
Bitcoinist,90 Minutes Pre-Sale Sell-Out: UTRUST Follows Up Successful Pre-ICO with Revised ICO Plans,https://t.me/utrustofficial
Bitcoinist,"Decentralized Sports Betting Platform, EtherSport, Announces ICO",https://t.me/joinchat/HAJNAA4UJPyoNf0n4dpe0A
Bitcoinist,Startup XZEN Presents a Next-Generation Hardware Crypto Wallet,https://t.me/joinchat/BRg7iBBr9OsD9MNDnk4ONA
Bitcoinist,SkyCoin: A Third Generation of Cryptocurrency and Decentralized Internet in the Works,https://t.me/skycoin
Bitcoinist,"UTRUST Raises Over 10 Million USD in 24 Hours in Ongoing ICO, After 90 Minutes Pre-Sale Sell Out",https://t.me/utrustofficial
Bitcoinist,SimplyVital Health Push Back Token Offering to Meet AML/KYC Requirements,https://t.me/HealthNexus
Bitcoinist,"Blockchain Freelancing Platform Coinlancer Powers Through Pre-Sale, Raises $5 Million in Under a Week",https://t.me/Coinlancer
Bitcoinist,Brickblock ICO - Future of Asset Trading On the Blockchain Announces Token Sale,https://t.me/brickblock
Bitcoinist,Klenergy Announces Launch of The Pylon Network ICO – A Self-Governed Economy Built Around The True Value of Renewable Energy Technologies and Designed To Accelerate Sustainable Development In The Ener,https://t.me/pylonnetworkofficialtelegram
Bitcoinist,Play2Live - The World's First Decentralized Streaming Platform for Gamers and eSports Fans,https://t.me/play2live
Bitcoinist,Digix & ETHLend Announce Partnership,www.t.me/ethlend
Bitcoinist,Worldcore Raises Over $5 Mln in the First Presale Days of its Upcoming ICO,https://t.me/worldcore
Bitcoinist,Snovio Brings Blockchain to Implement an Innovative Approach to Lead Generation and Sourcing,https://t.me/snovio_ico
Bitcoinist,World’s First Blockchain-Based Data Exchange to Commercialize,https://t.me/GXB_International
Bitcoinist,Monetha Signs Partnership Deal with Dominant Baltic Online Retailer,https://t.me/monetha_io
Bitcoinist,Monetha Challenges PayPal’s and Trustpilot’s Status Quo with the Ethereum Blockchain,https://t.me/monetha_io
